from_variable,to_variable,stage,formula_id,edge_type,source_v4_line
split_tail_1_nom,split_tail_1,magnetic,V5_0458,formula_parent,1244
K_asym_tail,split_tail_1,magnetic,V5_0458,formula_parent,1244
matrix_clog,split_tail_1,magnetic,V5_0458,formula_parent,1244
matrix_clog_ref,split_tail_1,magnetic,V5_0458,formula_parent,1244
operator_trim_tail_split,split_tail_1,magnetic,V5_0458,formula_parent,1244
sum_c,sum_cell_power_s1,flotation,V5_0459,formula_parent,1664
"P_cell_motor_{1,c}",sum_cell_power_s1,flotation,V5_0459,formula_parent,1664
sum_c,sum_cell_power_s2,flotation,V5_0460,formula_parent,1665
"P_cell_motor_{2,c}",sum_cell_power_s2,flotation,V5_0460,formula_parent,1665
"P_drug_pump_{1,j}",sum_drug_power_s1,flotation,V5_0461,formula_parent,1668
"P_drug_pump_{2,j}",sum_drug_power_s2,flotation,V5_0462,formula_parent,1669
sum_k,sum_pool_power_s1,flotation,V5_0463,formula_parent,1666
"P_pool_pump_{1,k}",sum_pool_power_s1,flotation,V5_0463,formula_parent,1666
sum_k,sum_pool_power_s2,flotation,V5_0464,formula_parent,1667
"P_pool_pump_{2,k}",sum_pool_power_s2,flotation,V5_0464,formula_parent,1667
feed_j,tail_j,magnetic,V5_0465,formula_parent,535
conc_j,tail_j,magnetic,V5_0465,formula_parent,535
Q_out_solid,tail_j_rate,flotation,V5_0466,formula_parent,946
grade_cell_j,tail_j_rate,flotation,V5_0466,formula_parent,946
"Q_out_solid_{s,c}","tail_j_rate_{s,c}",flotation,V5_0467,formula_parent,1613
"grade_cell_j_{s,c}","tail_j_rate_{s,c}",flotation,V5_0467,formula_parent,1613
"tail_j_rate_{s,c}","tail_j_{s,c}",flotation,V5_0468,formula_parent,1617
tail_j_rate,tail_or_conc_j,flotation,V5_0469,formula_parent,951
L_pool,tau_cyc_pool,tower_mill,V5_0470,formula_parent,1290
A_pool,tau_cyc_pool,tower_mill,V5_0470,formula_parent,1290
Q_pump_prev,tau_cyc_pool,tower_mill,V5_0470,formula_parent,1290
min_tau_cyc_pool,tau_cyc_pool,tower_mill,V5_0470,formula_parent,1290
V_pulp_actual,tau_stage_h,flotation,V5_0471,formula_parent,894
Q_out_cell,tau_stage_h,flotation,V5_0471,formula_parent,894
"V_pulp_actual_{s,c}","tau_stage_h_{s,c}",flotation,V5_0472,formula_parent,1586
"Q_out_cell_{s,c}","tau_stage_h_{s,c}",flotation,V5_0472,formula_parent,1586
u_sp,u_actual,global,V5_0473,formula_parent,290
u_min,u_actual,global,V5_0473,formula_parent,290
u_max,u_actual,global,V5_0473,formula_parent,290
tau_act,u_actual,global,V5_0473,formula_parent,290
u_bd_nom,u_blowdown_phys,magnetic,V5_0474,formula_parent,1254
Kclog_bd,u_blowdown_phys,magnetic,V5_0474,formula_parent,1254
matrix_clog,u_blowdown_phys,magnetic,V5_0474,formula_parent,1254
Ktimer_bd,u_blowdown_phys,magnetic,V5_0474,formula_parent,1254
event_bd_timer,u_blowdown_phys,magnetic,V5_0474,formula_parent,1254
valve_from_air_sp,u_bv,flotation,V5_0475,formula_parent,847
Q_air_sp,u_bv,flotation,V5_0475,formula_parent,847
P_blower,u_bv,flotation,V5_0475,formula_parent,847
P_cell,u_bv,flotation,V5_0475,formula_parent,847
tau_bv,u_bv,flotation,V5_0475,formula_parent,847
k_air_valve_c,"u_bv_sp_{s,c}",flotation,V5_0476,formula_parent,1555
"Q_air_sp_{s,c}","u_bv_sp_{s,c}",flotation,V5_0476,formula_parent,1555
P_header,"u_bv_sp_{s,c}",flotation,V5_0476,formula_parent,1555
"P_cell_{s,c}","u_bv_sp_{s,c}",flotation,V5_0476,formula_parent,1555
"u_bv_sp_{s,c}","u_bv_{s,c}",flotation,V5_0477,formula_parent,1556
"u_bv_prev_{s,c}","u_bv_{s,c}",flotation,V5_0477,formula_parent,1556
tau_bv_c,"u_bv_{s,c}",flotation,V5_0477,formula_parent,1556
u_flush_sp,u_flush,magnetic,V5_0478,formula_parent,1261
u_flush_prev,u_flush,magnetic,V5_0478,formula_parent,1261
tau_flush_valve,u_flush,magnetic,V5_0478,formula_parent,1261
u_flush_nom,u_flush_sp,magnetic,V5_0479,formula_parent,1256
Kclog_flush_u,u_flush_sp,magnetic,V5_0479,formula_parent,1256
matrix_clog,u_flush_sp,magnetic,V5_0479,formula_parent,1256
Kload_flush_u,u_flush_sp,magnetic,V5_0479,formula_parent,1256
Q_feed,u_flush_sp,magnetic,V5_0479,formula_parent,1256
Q_ref,u_flush_sp,magnetic,V5_0479,formula_parent,1256
u_lv_sp,u_lv_fb,flotation,V5_0480,formula_parent,891
tau_lv,u_lv_fb,flotation,V5_0480,formula_parent,891
"u_lv_sp_{s,c}","u_lv_fb_{s,c}",flotation,V5_0481,formula_parent,1583
"u_lv_fb_prev_{s,c}","u_lv_fb_{s,c}",flotation,V5_0481,formula_parent,1583
tau_lv_c,"u_lv_fb_{s,c}",flotation,V5_0481,formula_parent,1583
u0,u_lv_sp,flotation,V5_0482,formula_parent,890
Kp_L,u_lv_sp,flotation,V5_0482,formula_parent,890
L_sp,u_lv_sp,flotation,V5_0482,formula_parent,890
L_cell_aerated_lag,u_lv_sp,flotation,V5_0482,formula_parent,890
Ki_L,u_lv_sp,flotation,V5_0482,formula_parent,890
int,u_lv_sp,flotation,V5_0482,formula_parent,890
u0_c,"u_lv_sp_{s,c}",flotation,V5_0483,formula_parent,1582
Kp_L_c,"u_lv_sp_{s,c}",flotation,V5_0483,formula_parent,1582
L_sp_c,"u_lv_sp_{s,c}",flotation,V5_0483,formula_parent,1582
"L_cell_aerated_lag_{s,c}","u_lv_sp_{s,c}",flotation,V5_0483,formula_parent,1582
Ki_L_c,"u_lv_sp_{s,c}",flotation,V5_0483,formula_parent,1582
"int_L_error_{s,c}","u_lv_sp_{s,c}",flotation,V5_0483,formula_parent,1582
u_oil_cooler_sp,u_oil_cooler,tower_mill,V5_0484,formula_parent,1389
u_oil_cooler_prev,u_oil_cooler,tower_mill,V5_0484,formula_parent,1389
tau_oil_cooler,u_oil_cooler,tower_mill,V5_0484,formula_parent,1389
u_oil_cooler_nom,u_oil_cooler_sp,tower_mill,V5_0485,formula_parent,1388
K_cool_T,u_oil_cooler_sp,tower_mill,V5_0485,formula_parent,1388
T_oil,u_oil_cooler_sp,tower_mill,V5_0485,formula_parent,1388
T_oil_sp,u_oil_cooler_sp,tower_mill,V5_0485,formula_parent,1388
u_sand_sp,u_sand,tower_mill,V5_0486,formula_parent,1325
u_sand_prev,u_sand,tower_mill,V5_0486,formula_parent,1325
tau_sand_valve,u_sand,tower_mill,V5_0486,formula_parent,1325
u_sand_nom,u_sand_sp,tower_mill,V5_0487,formula_parent,1324
K_C_sand,u_sand_sp,tower_mill,V5_0487,formula_parent,1324
C_sand,u_sand_sp,tower_mill,V5_0487,formula_parent,1324
C_sand_sp,u_sand_sp,tower_mill,V5_0487,formula_parent,1324
K_CL_sand,u_sand_sp,tower_mill,V5_0487,formula_parent,1324
circulating_load_lag,u_sand_sp,tower_mill,V5_0487,formula_parent,1324
CL_ref,u_sand_sp,tower_mill,V5_0487,formula_parent,1324
PRBS_sand,u_sand_sp,tower_mill,V5_0487,formula_parent,1324
u_nom,u_sp,global,V5_0488,formula_parent,282
Kp,u_sp,global,V5_0488,formula_parent,282
error,u_sp,global,V5_0488,formula_parent,282
Ki,u_sp,global,V5_0488,formula_parent,282
integral,u_sp,global,V5_0488,formula_parent,282
Kff,u_sp,global,V5_0488,formula_parent,282
feedforward_state,u_sp,global,V5_0488,formula_parent,282
operator_trim,u_sp,global,V5_0488,formula_parent,282
intervention,u_sp,global,V5_0488,formula_parent,282
u_min,u_sp,global,V5_0488,formula_parent,282
u_max,u_sp,global,V5_0488,formula_parent,282
"u_steam_sp_{s,k}","u_steam_fb_{s,k}",flotation,V5_0489,formula_parent,1649
"u_steam_fb_prev_{s,k}","u_steam_fb_{s,k}",flotation,V5_0489,formula_parent,1649
tau_steam_k,"u_steam_fb_{s,k}",flotation,V5_0489,formula_parent,1649
u_steam_nom_k,"u_steam_sp_{s,k}",flotation,V5_0490,formula_parent,1648
KT_steam_k,"u_steam_sp_{s,k}",flotation,V5_0490,formula_parent,1648
T_tank_sp_k,"u_steam_sp_{s,k}",flotation,V5_0490,formula_parent,1648
"T_tank_{s,k}","u_steam_sp_{s,k}",flotation,V5_0490,formula_parent,1648
u_tail_1_sp,u_tail,magnetic,V5_0491,formula_parent,1247
u_tail_prev,u_tail,magnetic,V5_0491,formula_parent,1247
tau_tail_valve,u_tail,magnetic,V5_0491,formula_parent,1247
u_tail_total_sp,u_tail_1_sp,magnetic,V5_0492,formula_parent,1245
split_tail_1,u_tail_1_sp,magnetic,V5_0492,formula_parent,1245
split_tail_1_nom,u_tail_1_sp,magnetic,V5_0492,formula_parent,1245
u_tail_2_sp,u_tail_2,magnetic,V5_0493,formula_parent,1248
u_tail_2_prev,u_tail_2,magnetic,V5_0493,formula_parent,1248
tau_tail_valve,u_tail_2,magnetic,V5_0493,formula_parent,1248
u_tail_total_sp,u_tail_2_sp,magnetic,V5_0494,formula_parent,1246
split_tail_1,u_tail_2_sp,magnetic,V5_0494,formula_parent,1246
split_tail_1_nom,u_tail_2_sp,magnetic,V5_0494,formula_parent,1246
u_tail_nom,u_tail_total_sp,magnetic,V5_0495,formula_parent,1243
K_L_tail,u_tail_total_sp,magnetic,V5_0495,formula_parent,1243
L_mag,u_tail_total_sp,magnetic,V5_0495,formula_parent,1243
L_mag_sp,u_tail_total_sp,magnetic,V5_0495,formula_parent,1243
u_water_sp,u_water,tower_mill,V5_0496,formula_parent,1320
u_water_prev,u_water,tower_mill,V5_0496,formula_parent,1320
tau_water_valve,u_water,tower_mill,V5_0496,formula_parent,1320
u_water_nom,u_water_sp,tower_mill,V5_0497,formula_parent,1319
K_C_water,u_water_sp,tower_mill,V5_0497,formula_parent,1319
C_sp,u_water_sp,tower_mill,V5_0497,formula_parent,1319
C_feed,u_water_sp,tower_mill,V5_0497,formula_parent,1319
K_L_water,u_water_sp,tower_mill,V5_0497,formula_parent,1319
L_sp,u_water_sp,tower_mill,V5_0497,formula_parent,1319
L_pool,u_water_sp,tower_mill,V5_0497,formula_parent,1319
f,x_phys,dcs,V5_0498,formula_parent,1121
allowed_parents,x_phys,dcs,V5_0498,formula_parent,1121
y_fx_xin_s_true,y_fx_xin_s,flotation,V5_0500,formula_parent,974
sigma_y,y_fx_xin_s,flotation,V5_0500,formula_parent,974
TFe,y_fx_xin_s_true,flotation,V5_0501,formula_parent,973
final_conc_s,y_fx_xin_s_true,flotation,V5_0501,formula_parent,973
"Q_{s,td_rough}_ml_s",dose_TD_s,flotation,V5M_0502,manual_formula_parent,manual
"Q_{s,td_clean}_ml_s",dose_TD_s,flotation,V5M_0502,manual_formula_parent,manual
rho_td_kg_L,dose_TD_s,flotation,V5M_0502,manual_formula_parent,manual
active_td,dose_TD_s,flotation,V5M_0502,manual_formula_parent,manual
M_feed_solid_tph_s,dose_TD_s,flotation,V5M_0502,manual_formula_parent,manual
"Q_{s,k6_rough}_ml_s",dose_DF_K6_s,flotation,V5M_0503,manual_formula_parent,manual
rho_k6_kg_L,dose_DF_K6_s,flotation,V5M_0503,manual_formula_parent,manual
active_k6,dose_DF_K6_s,flotation,V5M_0503,manual_formula_parent,manual
M_feed_solid_tph_s,dose_DF_K6_s,flotation,V5M_0503,manual_formula_parent,manual
"Q_{s,naoh}_ml_s",dose_naoh_kg_t_s,flotation,V5M_0504,manual_formula_parent,manual
rho_naoh_kg_L,dose_naoh_kg_t_s,flotation,V5M_0504,manual_formula_parent,manual
active_naoh,dose_naoh_kg_t_s,flotation,V5M_0504,manual_formula_parent,manual
M_feed_solid_tph_s,dose_naoh_kg_t_s,flotation,V5M_0504,manual_formula_parent,manual
"Q_{s,cao}_ml_s",dose_cao_kg_t_s,flotation,V5M_0505,manual_formula_parent,manual
rho_cao_kg_L,dose_cao_kg_t_s,flotation,V5M_0505,manual_formula_parent,manual
active_cao,dose_cao_kg_t_s,flotation,V5M_0505,manual_formula_parent,manual
M_feed_solid_tph_s,dose_cao_kg_t_s,flotation,V5M_0505,manual_formula_parent,manual
Q_NT_under_s,Q_feed_s,flotation,V5M_0506,manual_formula_parent,manual
M_NT_under_solid_s,M_feed_solid_s,flotation,V5M_0507,manual_formula_parent,manual
M_NT_under_water_s,M_feed_water_s,flotation,V5M_0508,manual_formula_parent,manual
M_feed_solid_s,C_s,flotation,V5M_0509,manual_formula_parent,manual
M_feed_water_s,C_s,flotation,V5M_0509,manual_formula_parent,manual
M_feed_solid_s,M_feed_j_s,flotation,V5M_0510,manual_formula_parent,manual
grade_NT_under_j_s,M_feed_j_s,flotation,V5M_0510,manual_formula_parent,manual
M_feed_j_s,feed_grade_j_s,flotation,V5M_0511,manual_formula_parent,manual
M_feed_solid_s,feed_grade_j_s,flotation,V5M_0511,manual_formula_parent,manual
r_carb_s,floatability_difficulty_s,flotation,V5M_0512,manual_formula_parent,manual
r_sil_s,floatability_difficulty_s,flotation,V5M_0512,manual_formula_parent,manual
f25_s,floatability_difficulty_s,flotation,V5M_0512,manual_formula_parent,manual
F325_s,floatability_difficulty_s,flotation,V5M_0512,manual_formula_parent,manual
Liberation_gangue_s,floatability_difficulty_s,flotation,V5M_0512,manual_formula_parent,manual
C_s,floatability_difficulty_s,flotation,V5M_0512,manual_formula_parent,manual
clay_s,floatability_difficulty_s,flotation,V5M_0512,manual_formula_parent,manual
pH_s,selectivity_proxy_s,flotation,V5M_0513,manual_formula_parent,manual
Ca2_effect_s,selectivity_proxy_s,flotation,V5M_0513,manual_formula_parent,manual
f25_s,selectivity_proxy_s,flotation,V5M_0513,manual_formula_parent,manual
Liberation_gangue_s,selectivity_proxy_s,flotation,V5M_0513,manual_formula_parent,manual
Ca2_effect_s,E_Ca2_sil_s,flotation,V5M_0514,manual_formula_parent,manual
Ca_sil0,E_Ca2_sil_s,flotation,V5M_0514,manual_formula_parent,manual
s_Ca_sil,E_Ca2_sil_s,flotation,V5M_0514,manual_formula_parent,manual
Ca2_effect_s,E_Ca2_carb_s,flotation,V5M_0515,manual_formula_parent,manual
Ca_carb0,E_Ca2_carb_s,flotation,V5M_0515,manual_formula_parent,manual
s_Ca_carb,E_Ca2_carb_s,flotation,V5M_0515,manual_formula_parent,manual
"M_cell_j_prev_{s,c}","M_cell_solid_prev_{s,c}",flotation,V5M_0516,manual_formula_parent,manual
topology_feed_j_rate,"feed_j_rate_{s,c}",flotation,V5M_0517,manual_formula_parent,manual
Q_feed_s,"feed_j_rate_{s,c}",flotation,V5M_0517,manual_formula_parent,manual
feed_grade_j_s,"feed_j_rate_{s,c}",flotation,V5M_0517,manual_formula_parent,manual
"Q_pump_pool_{s,1}","feed_j_rate_{s,c}",flotation,V5M_0517,manual_formula_parent,manual
"Q_pump_pool_{s,2}","feed_j_rate_{s,c}",flotation,V5M_0517,manual_formula_parent,manual
"Q_pump_pool_{s,3}","feed_j_rate_{s,c}",flotation,V5M_0517,manual_formula_parent,manual
"recycle_grade_j_{s,1}","feed_j_rate_{s,c}",flotation,V5M_0517,manual_formula_parent,manual
"recycle_grade_j_{s,2}","feed_j_rate_{s,c}",flotation,V5M_0517,manual_formula_parent,manual
"recycle_grade_j_{s,3}","feed_j_rate_{s,c}",flotation,V5M_0517,manual_formula_parent,manual
"entrainment_factor_{s,c}","entrainment_j_rate_{s,c}",flotation,V5M_0518,manual_formula_parent,manual
"Q_out_solid_{s,c}","entrainment_j_rate_{s,c}",flotation,V5M_0518,manual_formula_parent,manual
entr_share_j_c,"entrainment_j_rate_{s,c}",flotation,V5M_0518,manual_formula_parent,manual
"froth_j_rate_{s,c}","rho_froth_mix_{s,c}",flotation,V5M_0519,manual_formula_parent,manual
rho_j,"rho_froth_mix_{s,c}",flotation,V5M_0519,manual_formula_parent,manual
rho_solid_mix,rho_solid_mix_feed,tower_mill,V5M_0520,manual_formula_parent,manual
"event_froth_fault_{s,c}",fx_s{s}_{c}_froth_h,dcs,V5M_0521,manual_formula_parent,manual
fault_value,fx_s{s}_{c}_froth_h,dcs,V5M_0521,manual_formula_parent,manual
meas,fx_s{s}_{c}_froth_h,dcs,V5M_0521,manual_formula_parent,manual
"h_froth_{s,c}",fx_s{s}_{c}_froth_h,dcs,V5M_0521,manual_formula_parent,manual
lab_sample_template,lab_tm_overflow_tfe,lab,V5M_0522,manual_formula_parent,manual
_x_tm_overflow_tfe,lab_tm_overflow_tfe,lab,V5M_0522,manual_formula_parent,manual
sample_time_tm_overflow_tfe,lab_tm_overflow_tfe,lab,V5M_0522,manual_formula_parent,manual
report_time_tm_overflow_tfe,lab_tm_overflow_tfe,lab,V5M_0522,manual_formula_parent,manual
sigma_sampling_tm,lab_tm_overflow_tfe,lab,V5M_0522,manual_formula_parent,manual
sigma_assay_tfe,lab_tm_overflow_tfe,lab,V5M_0522,manual_formula_parent,manual
lab_sample_template,lab_mag_mixed_conc_tfe,lab,V5M_0523,manual_formula_parent,manual
_x_mag_mixed_conc_tfe,lab_mag_mixed_conc_tfe,lab,V5M_0523,manual_formula_parent,manual
sample_time_mag_mixed_conc_tfe,lab_mag_mixed_conc_tfe,lab,V5M_0523,manual_formula_parent,manual
report_time_mag_mixed_conc_tfe,lab_mag_mixed_conc_tfe,lab,V5M_0523,manual_formula_parent,manual
sigma_sampling_mag,lab_mag_mixed_conc_tfe,lab,V5M_0523,manual_formula_parent,manual
sigma_assay_tfe,lab_mag_mixed_conc_tfe,lab,V5M_0523,manual_formula_parent,manual
